t,o
2020-09-06,"{'c': 353.362265679, 'h': 359.019460498, 'l': 319.35573466, 'o': 333.376646167}"
2020-09-07,"{'c': 352.673494754, 'h': 358.179114054, 'l': 327.267363416, 'o': 353.741485923}"
2020-09-08,"{'c': 337.602111896, 'h': 355.562872591, 'l': 329.198211452, 'o': 354.29456047}"
2020-09-09,"{'c': 351.110016528, 'h': 359.164487377, 'l': 332.389442614, 'o': 336.825036139}"
2020-09-10,"{'c': 368.101907072, 'h': 377.393573135, 'l': 352.129391098, 'o': 352.129391098}"
2020-09-11,"{'c': 374.695588755, 'h': 376.630394506, 'l': 356.41012716, 'o': 368.082503714}"
2020-09-12,"{'c': 387.183109613, 'h': 387.183109613, 'l': 367.902224921, 'o': 374.567914273}"
2020-09-13,"{'c': 365.570005047, 'h': 388.807535645, 'l': 354.659689415, 'o': 387.507666913}"
2020-09-14,"{'c': 377.268875067, 'h': 384.009369733, 'l': 357.999881369, 'o': 365.446323345}"
2020-09-15,"{'c': 364.83921823, 'h': 381.491917405, 'l': 363.855842735, 'o': 378.407128083}"
2020-09-16,"{'c': 365.812291316, 'h': 372.767424109, 'l': 357.018205024, 'o': 364.584990946}"
2020-09-17,"{'c': 389.019219686, 'h': 393.612250027, 'l': 365.031853456, 'o': 365.031853456}"
2020-09-18,"{'c': 384.364541978, 'h': 391.90413319, 'l': 377.265444974, 'o': 389.5270737}"
2020-09-19,"{'c': 385.544383604, 'h': 387.076344806, 'l': 378.732529747, 'o': 383.6658225}"
2020-09-20,"{'c': 371.052826188, 'h': 385.528970984, 'l': 367.626878374, 'o': 385.528970984}"
2020-09-21,"{'c': 341.78607406, 'h': 375.681973376, 'l': 336.382074678, 'o': 370.31566348}"
2020-09-22,"{'c': 344.503162317, 'h': 346.510114001, 'l': 337.045427363, 'o': 339.916212679}"
2020-09-23,"{'c': 320.585544328, 'h': 344.863178672, 'l': 318.54496868, 'o': 344.863178672}"
2020-09-24,"{'c': 349.356655616, 'h': 350.98578634, 'l': 318.632763137, 'o': 320.073942418}"
2020-09-25,"{'c': 352.161853981, 'h': 357.643127695, 'l': 339.350307783, 'o': 349.909300725}"
2020-09-26,"{'c': 354.965268234, 'h': 355.79573495, 'l': 348.58000359, 'o': 352.562570003}"
2020-09-27,"{'c': 357.321700713, 'h': 362.051353792, 'l': 349.094404215, 'o': 355.146086182}"
2020-09-28,"{'c': 354.950492867, 'h': 366.890250504, 'l': 354.950492867, 'o': 358.328189779}"
2020-09-29,"{'c': 359.963421045, 'h': 360.438864767, 'l': 352.121191228, 'o': 353.818321697}"
2020-09-30,"{'c': 360.02237269, 'h': 360.963499475, 'l': 353.614357884, 'o': 359.535147631}"
2020-10-01,"{'c': 353.231293731, 'h': 369.261043576, 'l': 347.501459788, 'o': 360.741306422}"
2020-10-02,"{'c': 346.2388818942237, 'h': 354.023756032, 'l': 337.804632198, 'o': 352.436528219}"
2020-10-03,"{'c': 346.52208571591666, 'h': 351.30770266891125, 'l': 344.66665988959795, 'o': 346.24992347161003}"
2020-10-04,"{'c': 352.5724536786027, 'h': 354.04482253850426, 'l': 345.13217884769017, 'o': 346.62451594854866}"
2020-10-05,"{'c': 353.95432888880674, 'h': 355.21214596116806, 'l': 349.68022346561827, 'o': 352.76911202597324}"
2020-10-06,"{'c': 340.8156931000111, 'h': 354.9823191015806, 'l': 338.0033059886137, 'o': 353.9657317560726}"
2020-10-07,"{'c': 341.808668893047, 'h': 342.4495393455417, 'l': 334.54556531878285, 'o': 341.004326284077}"
2020-10-08,"{'c': 350.7661452662558, 'h': 352.21147934629886, 'l': 335.65206592335073, 'o': 342.1213317660054}"
2020-10-09,"{'c': 365.5905106443448, 'h': 368.31024043489873, 'l': 348.2156329627923, 'o': 351.1775323636064}"
2020-10-10,"{'c': 370.96758819497745, 'h': 378.26708120036375, 'l': 365.35623120538065, 'o': 365.35623120538065}"
2020-10-11,"{'c': 375.142049146778, 'h': 377.246790394425, 'l': 369.8360674263942, 'o': 370.9530758245383}"
2020-10-12,"{'c': 387.73126575427335, 'h': 395.1221485053486, 'l': 366.65167726844595, 'o': 374.6998752281319}"
2020-10-13,"{'c': 381.19144210248214, 'h': 387.37381749479897, 'l': 375.5841745234181, 'o': 386.9732829302476}"
2020-10-14,"{'c': 379.48415416154097, 'h': 387.29423070965646, 'l': 374.1830335639501, 'o': 382.0033165351768}"
2020-10-15,"{'c': 377.44184567405705, 'h': 381.20866646089786, 'l': 371.35460231997826, 'o': 379.12350105748214}"
2020-10-16,"{'c': 366.2290052407567, 'h': 380.0198130044254, 'l': 362.59867691457214, 'o': 377.92245744340755}"
2020-10-17,"{'c': 368.8381423856957, 'h': 369.76813374463967, 'l': 364.4892798696698, 'o': 365.9685276756117}"
2020-10-18,"{'c': 378.21616905937, 'h': 378.59754755608037, 'l': 368.1291544124967, 'o': 368.7680295481468}"
2020-10-19,"{'c': 379.93617490557324, 'h': 383.317234350285, 'l': 373.7030498207837, 'o': 378.49803633889314}"
2020-10-20,"{'c': 369.1373578646947, 'h': 380.76100319376286, 'l': 367.60121420735567, 'o': 379.6957895539466}"
2020-10-21,"{'c': 392.1889917364208, 'h': 400.62725334725826, 'l': 368.727956156011, 'o': 369.1066314391973}"
2020-10-22,"{'c': 413.7737210602115, 'h': 420.1414540003484, 'l': 391.28089273979504, 'o': 391.28089273979504}"
2020-10-23,"{'c': 409.36850967599935, 'h': 418.90645665643865, 'l': 403.8641346888412, 'o': 414.18447560125}"
2020-10-24,"{'c': 412.6791009529401, 'h': 416.27558908207465, 'l': 407.8517300542647, 'o': 409.74313512174615}"
2020-10-25,"{'c': 406.1567121290554, 'h': 417.1591945760706, 'l': 405.3534563987547, 'o': 412.41621111098334}"
2020-10-26,"{'c': 393.6671235558937, 'h': 411.279872102163, 'l': 383.7829005876468, 'o': 406.3306315709881}"
2020-10-27,"{'c': 403.37387205701776, 'h': 409.763343976616, 'l': 390.62281948291223, 'o': 393.0808778975754}"
2020-10-28,"{'c': 388.9225635172634, 'h': 408.96473840545474, 'l': 381.86043571078085, 'o': 403.4525046777779}"
2020-10-29,"{'c': 386.6965623754292, 'h': 393.22768234170536, 'l': 381.2887485683936, 'o': 388.5658571764242}"
2020-10-30,"{'c': 383.4458514774354, 'h': 391.4085731675473, 'l': 375.092406813671, 'o': 387.29452764075756}"
2020-10-31,"{'c': 386.5185179674772, 'h': 392.5972091993371, 'l': 381.29527713962483, 'o': 382.993728953087}"
2020-11-01,"{'c': 395.2129611697478, 'h': 397.0913134912061, 'l': 385.3469028215197, 'o': 386.40045471463986}"
2020-11-02,"{'c': 384.00695237414874, 'h': 403.23159197637455, 'l': 381.1980230320808, 'o': 396.6765790075339}"
2020-11-03,"{'c': 387.06294274292964, 'h': 389.51457243963483, 'l': 373.07160106203924, 'o': 382.77136431196084}"
2020-11-04,"{'c': 401.74739512890596, 'h': 407.3378487364185, 'l': 377.8515641360649, 'o': 387.8208098477286}"
2020-11-05,"{'c': 413.99223389820895, 'h': 417.2697518074521, 'l': 397.85650839955184, 'o': 403.03423623616146}"
2020-11-06,"{'c': 454.46756244132837, 'h': 456.184543429147, 'l': 412.9866661417287, 'o': 414.31005397148886}"
2020-11-07,"{'c': 436.0732550448979, 'h': 465.665778033971, 'l': 428.5331353892834, 'o': 454.9001577099756}"
2020-11-08,"{'c': 453.6422321041162, 'h': 457.7804627332298, 'l': 433.9872575975197, 'o': 435.73610980642826}"
2020-11-09,"{'c': 444.69007645495594, 'h': 457.310388143767, 'l': 435.1680035561776, 'o': 453.09675687939387}"
2020-11-10,"{'c': 449.5767687523073, 'h': 453.7529684724872, 'l': 439.63851042455263, 'o': 444.21068228762175}"
2020-11-11,"{'c': 462.45733944828885, 'h': 472.60753646075, 'l': 449.5249452264236, 'o': 449.909562373569}"
2020-11-12,"{'c': 460.7509484078175, 'h': 467.6519812729993, 'l': 452.07241717929037, 'o': 462.1704488423248}"
2020-11-13,"{'c': 474.5088781752494, 'h': 475.2092086349662, 'l': 457.2982565172133, 'o': 461.0287388262015}"
2020-11-14,"{'c': 460.5441748125987, 'h': 474.57544412372357, 'l': 454.15855452821785, 'o': 474.57544412372357}"
2020-11-15,"{'c': 447.88828942419974, 'h': 460.9732705785376, 'l': 440.2543424317498, 'o': 459.60549689135047}"
2020-11-16,"{'c': 460.0364889031251, 'h': 463.48056712144853, 'l': 445.5249384962633, 'o': 447.4794639489614}"
2020-11-17,"{'c': 481.03344036449465, 'h': 481.9662849328991, 'l': 459.3364592575224, 'o': 459.3364592575224}"
2020-11-18,"{'c': 479.590814103675, 'h': 491.9923242307441, 'l': 465.83564828889433, 'o': 480.50040945509573}"
2020-11-19,"{'c': 471.2366886444449, 'h': 480.12136961768044, 'l': 465.70424952838954, 'o': 478.77270258921664}"
2020-11-20,"{'c': 509.7577827559665, 'h': 513.6103399511258, 'l': 471.7265705208864, 'o': 471.7265705208864}"
2020-11-21,"{'c': 549.9270824902901, 'h': 549.9270824902901, 'l': 504.25978907806893, 'o': 510.1927637657915}"
2020-11-22,"{'c': 564.0637095822408, 'h': 579.3446121980759, 'l': 518.2329295865467, 'o': 549.486620858856}"
2020-11-23,"{'c': 607.3382602755966, 'h': 609.8518030270662, 'l': 551.3047445805587, 'o': 558.068095227423}"
2020-11-24,"{'c': 602.5804973303467, 'h': 620.461485687675, 'l': 594.6893359733863, 'o': 608.454028571386}"
2020-11-25,"{'c': 572.1228286884614, 'h': 605.0235657229717, 'l': 559.8757268424041, 'o': 603.9020605575978}"
2020-11-26,"{'c': 518.03285766568, 'h': 575.6225823566361, 'l': 485.95084620175817, 'o': 570.5149094348518}"
2020-11-27,"{'c': 516.5955283881825, 'h': 530.4225131720059, 'l': 497.66334924106553, 'o': 519.1080999607938}"
2020-11-28,"{'c': 537.8343244015925, 'h': 548.0091689395615, 'l': 508.2210791738792, 'o': 517.5973660983877}"
2020-11-29,"{'c': 574.2247051888886, 'h': 576.3403322089652, 'l': 532.1011689198417, 'o': 538.2645863751111}"
2020-11-30,"{'c': 615.240538966961, 'h': 615.240538966961, 'l': 571.6392008102433, 'o': 575.7570843765137}"
2020-12-01,"{'c': 589.9957660660629, 'h': 635.0085412019035, 'l': 573.6889191553174, 'o': 615.0703247523797}"
2020-12-02,"{'c': 598.5351307508776, 'h': 603.9215162894293, 'l': 579.311414967064, 'o': 587.2615920595073}"
2020-12-03,"{'c': 616.907610173774, 'h': 622.2606655352674, 'l': 589.1061876737763, 'o': 598.4592027907944}"
2020-12-04,"{'c': 571.577547170352, 'h': 618.9831373078204, 'l': 570.3445334452824, 'o': 616.7228020581057}"
2020-12-05,"{'c': 595.8699681348864, 'h': 596.2793531685869, 'l': 563.2835320129209, 'o': 569.3476433429015}"
2020-12-06,"{'c': 601.9152601227082, 'h': 606.720679336615, 'l': 584.4990069868845, 'o': 596.5686841988943}"
2020-12-07,"{'c': 592.3523151262054, 'h': 602.917926889966, 'l': 585.630272278938, 'o': 601.7970952085172}"
2020-12-08,"{'c': 554.7001187208505, 'h': 594.0421010210796, 'l': 552.7052692776728, 'o': 591.9008340668352}"
2020-12-09,"{'c': 573.6882498149652, 'h': 576.9807675536422, 'l': 533.1707802267143, 'o': 555.10959312092}"
2020-12-10,"{'c': 560.7057654096582, 'h': 573.8444686203316, 'l': 550.2693547545869, 'o': 573.6142018595193}"
2020-12-11,"{'c': 546.414769709713, 'h': 560.3767022813902, 'l': 538.3957662317928, 'o': 559.6785010554538}"
2020-12-12,"{'c': 568.1924570032454, 'h': 572.9903369386885, 'l': 545.7973410305143, 'o': 545.7973410305143}"
2020-12-13,"{'c': 589.9265837848689, 'h': 593.5325380705394, 'l': 564.655334474179, 'o': 568.5673177754851}"
2020-12-14,"{'c': 585.6040030999424, 'h': 590.4929568852552, 'l': 577.1590795266867, 'o': 589.6632224980999}"
2020-12-15,"{'c': 589.396328500799, 'h': 595.75203118126, 'l': 580.6287723880466, 'o': 586.0111519697156}"
2020-12-16,"{'c': 636.4592216973567, 'h': 636.6403225995076, 'l': 582.0987806281286, 'o': 589.3556024495829}"
2020-12-17,"{'c': 644.2332297859127, 'h': 673.7850205811689, 'l': 630.844821260136, 'o': 636.1818486689184}"
2020-12-18,"{'c': 653.6123774268141, 'h': 662.2561384391432, 'l': 632.3560747566892, 'o': 642.8689670211936}"
2020-12-19,"{'c': 659.140645537081, 'h': 668.7695621887336, 'l': 646.6991270242524, 'o': 654.8119268851663}"
2020-12-20,"{'c': 640.153102598009, 'h': 659.9236834470458, 'l': 625.014461250653, 'o': 659.297926464793}"
2020-12-21,"{'c': 611.2448069985056, 'h': 646.8089531236, 'l': 601.378296190964, 'o': 638.2908463717682}"
2020-12-22,"{'c': 634.1760750303162, 'h': 634.6637649125412, 'l': 590.5371178429139, 'o': 609.8178716541561}"
2020-12-23,"{'c': 587.0722730706397, 'h': 636.9421198030135, 'l': 573.1256702355679, 'o': 634.8541994678577}"
2020-12-24,"{'c': 612.8246000444663, 'h': 613.79739119319, 'l': 569.2384686800384, 'o': 583.7145968876902}"
2020-12-25,"{'c': 626.7206011177446, 'h': 632.6833737746163, 'l': 605.4410171032882, 'o': 611.6071869269451}"
2020-12-26,"{'c': 635.8585943389987, 'h': 650.6645179638252, 'l': 617.4020763508362, 'o': 626.4107016294106}"
2020-12-27,"{'c': 686.3050101196862, 'h': 708.8095288740044, 'l': 629.2468585385669, 'o': 635.8358308606512}"
2020-12-28,"{'c': 731.9248296176013, 'h': 745.339029178408, 'l': 682.6423590990823, 'o': 682.6423590990823}"
2020-12-29,"{'c': 733.736914561986, 'h': 736.9061724888144, 'l': 693.0080289332149, 'o': 730.3973648309786}"
2020-12-30,"{'c': 752.3758808117079, 'h': 754.2114462032112, 'l': 721.8541319790701, 'o': 731.5201187446215}"
2020-12-31,"{'c': 737.9222196633661, 'h': 754.2775508817856, 'l': 726.8368801365049, 'o': 751.6189719401082}"
