t,o
2017-12-03,"{'c': 11285.973817230233, 'h': 11857.913847428232, 'l': 10739.58930356637, 'o': 10923.699012289973}"
2017-12-04,"{'c': 11625.190674511652, 'h': 11625.190674511652, 'l': 10968.969400763359, 'o': 11257.403138013717}"
2017-12-05,"{'c': 11703.703117553547, 'h': 11849.517543450263, 'l': 11514.990081996406, 'o': 11648.200737744002}"
2017-12-06,"{'c': 13919.978430502113, 'h': 14135.62750851602, 'l': 11723.890066670941, 'o': 11723.890066670941}"
2017-12-07,"{'c': 17144.110561770518, 'h': 18209.493833164866, 'l': 13576.941728941601, 'o': 14064.536879445955}"
2017-12-08,"{'c': 16241.254172496809, 'h': 17491.33235117145, 'l': 14063.061928665626, 'o': 17107.39639301988}"
2017-12-09,"{'c': 15065.911139302367, 'h': 16333.453448605436, 'l': 13514.732709576714, 'o': 16228.288068804683}"
2017-12-10,"{'c': 15049.90218056812, 'h': 15751.446318324044, 'l': 13453.6730977725, 'o': 14917.008413954938}"
2017-12-11,"{'c': 16779.839139930325, 'h': 17372.323985653326, 'l': 15164.92561067567, 'o': 15164.92561067567}"
2017-12-12,"{'c': 17220.05994923002, 'h': 17954.059401345527, 'l': 16318.75079966627, 'o': 16755.492937614003}"
2017-12-13,"{'c': 16525.094735035294, 'h': 17701.963993991456, 'l': 15824.23531831831, 'o': 17237.203831806048}"
2017-12-14,"{'c': 16607.882713268962, 'h': 17000.099629928303, 'l': 16135.294579005082, 'o': 16529.70128627656}"
2017-12-15,"{'c': 17644.19185482736, 'h': 17902.74354350473, 'l': 16584.76351517316, 'o': 16611.174902639323}"
2017-12-16,"{'c': 19587.6137328711, 'h': 19698.17470702825, 'l': 17523.341543531464, 'o': 17612.21715921086}"
2017-12-17,"{'c': 19179.66898447647, 'h': 19811.932883674075, 'l': 18829.16405939567, 'o': 19426.68903149064}"
2017-12-18,"{'c': 19007.00933176908, 'h': 19293.03752981025, 'l': 18106.625205075223, 'o': 19276.77802847126}"
2017-12-19,"{'c': 17737.660318944538, 'h': 19066.11570856286, 'l': 16998.649856881228, 'o': 18992.413632493277}"
2017-12-20,"{'c': 16456.22842405836, 'h': 17870.17517190072, 'l': 15632.896522177884, 'o': 17715.684902788005}"
2017-12-21,"{'c': 15651.946610393392, 'h': 17306.98578094571, 'l': 15149.22382690926, 'o': 16491.903499306405}"
2017-12-22,"{'c': 14140.99019347346, 'h': 15845.31109404738, 'l': 11053.76452341538, 'o': 15836.670286640181}"
2017-12-23,"{'c': 14800.695957569356, 'h': 16008.790598712712, 'l': 13780.428758823144, 'o': 14341.878231343755}"
2017-12-24,"{'c': 14170.877791779882, 'h': 14942.078602580801, 'l': 12971.517755293775, 'o': 14931.924548977233}"
2017-12-25,"{'c': 14073.40367072084, 'h': 14644.262386540835, 'l': 13523.255518478918, 'o': 14191.125446425973}"
2017-12-26,"{'c': 15761.316969772965, 'h': 16096.082049592336, 'l': 13924.25959359403, 'o': 14109.4672979402}"
2017-12-27,"{'c': 15382.496060505311, 'h': 16476.200730851404, 'l': 14606.54151918012, 'o': 15734.22946784944}"
2017-12-28,"{'c': 14456.968874713091, 'h': 15454.803234900577, 'l': 13582.845875016264, 'o': 15403.141039674822}"
2017-12-29,"{'c': 14487.223318256161, 'h': 15061.610110014615, 'l': 14037.772470040238, 'o': 14442.413453441619}"
2017-12-30,"{'c': 12743.816886264398, 'h': 14487.062663933535, 'l': 12386.63831371516, 'o': 14436.342374112868}"
2017-12-31,"{'c': 13896.633097402057, 'h': 14228.137980716408, 'l': 12659.016695526308, 'o': 12770.272956129114}"
2018-01-01,"{'c': 13436.40113496533, 'h': 13871.913269535964, 'l': 12929.54306404914, 'o': 13851.673985526602}"
2018-01-02,"{'c': 14732.453355796319, 'h': 15144.979671407764, 'l': 13043.303003689914, 'o': 13486.744844662015}"
2018-01-03,"{'c': 15068.48685294771, 'h': 15369.756291733172, 'l': 14640.641236374902, 'o': 14694.053765860497}"
2018-01-04,"{'c': 15150.044393442426, 'h': 15370.749365536973, 'l': 14294.05475422823, 'o': 15128.178423873615}"
2018-01-05,"{'c': 16929.993584218795, 'h': 17116.140091379297, 'l': 14861.167342083183, 'o': 15128.240643382524}"
2018-01-06,"{'c': 17094.07580827809, 'h': 17154.163354303844, 'l': 16266.456930410244, 'o': 16925.137264338635}"
2018-01-07,"{'c': 16162.813277912608, 'h': 17110.94470775201, 'l': 15792.088118419764, 'o': 17110.94470775201}"
2018-01-08,"{'c': 14998.250127031477, 'h': 16270.630082769576, 'l': 14036.345869269688, 'o': 16127.823620096839}"
2018-01-09,"{'c': 14415.466029217563, 'h': 15349.272808095566, 'l': 14222.423056873104, 'o': 14961.676367575734}"
2018-01-10,"{'c': 14850.283684647908, 'h': 14850.283684647908, 'l': 13527.747077672655, 'o': 14448.485441704834}"
2018-01-11,"{'c': 13310.776623875214, 'h': 14919.00877098778, 'l': 12986.45635314678, 'o': 14919.00877098778}"
2018-01-12,"{'c': 13797.82227939588, 'h': 14076.029364498736, 'l': 12937.290398197794, 'o': 13196.990925070568}"
2018-01-13,"{'c': 14218.51800899828, 'h': 14516.647189112124, 'l': 13830.258988673511, 'o': 13868.395566203597}"
2018-01-14,"{'c': 13655.242181049141, 'h': 14337.779405113673, 'l': 13173.53242774602, 'o': 14187.893413430307}"
2018-01-15,"{'c': 13574.797735438284, 'h': 14283.876337160875, 'l': 13449.422571526748, 'o': 13640.439832522137}"
2018-01-16,"{'c': 11467.380978284651, 'h': 13593.886153618398, 'l': 10094.007392524309, 'o': 13593.886153618398}"
2018-01-17,"{'c': 11136.808735058174, 'h': 11941.709802740332, 'l': 9177.29249618134, 'o': 11595.95499439586}"
2018-01-18,"{'c': 11289.210911409156, 'h': 12064.438302618599, 'l': 10722.14213393342, 'o': 11118.201033142886}"
2018-01-19,"{'c': 11511.09835473365, 'h': 11985.104066722128, 'l': 11082.622215984291, 'o': 11261.941254081346}"
2018-01-20,"{'c': 12763.779462390647, 'h': 12978.654424540691, 'l': 11525.222408602338, 'o': 11535.507070862128}"
2018-01-21,"{'c': 11455.526396495743, 'h': 12744.378020974487, 'l': 11139.155347792377, 'o': 12744.378020974487}"
2018-01-22,"{'c': 10781.268881360418, 'h': 11860.02453610936, 'l': 10079.518593330506, 'o': 11521.433578583166}"
2018-01-23,"{'c': 10801.083131750655, 'h': 11321.888797262018, 'l': 10002.155884544678, 'o': 10777.302141347149}"
2018-01-24,"{'c': 11354.22909940514, 'h': 11391.043671753903, 'l': 10509.116174528803, 'o': 10866.886489262803}"
2018-01-25,"{'c': 11137.878602459845, 'h': 11653.935486869595, 'l': 10927.881180036668, 'o': 11358.466478555307}"
2018-01-26,"{'c': 11091.21651042783, 'h': 11566.400421925602, 'l': 10353.125324820478, 'o': 11123.968660671479}"
2018-01-27,"{'c': 11333.397874991158, 'h': 11573.555227519828, 'l': 10874.973741003856, 'o': 11094.073280538505}"
2018-01-28,"{'c': 11597.080164861141, 'h': 11781.261532452554, 'l': 11310.459586875895, 'o': 11410.285791855082}"
2018-01-29,"{'c': 11149.431210526249, 'h': 11688.399156459485, 'l': 10941.979070240304, 'o': 11591.177378543769}"
2018-01-30,"{'c': 9937.726381160634, 'h': 11162.043025949897, 'l': 9823.606214719623, 'o': 11142.640532783224}"
2018-01-31,"{'c': 10087.724198669412, 'h': 10293.536006546006, 'l': 9597.147273694254, 'o': 9938.136474547773}"
2018-02-01,"{'c': 9014.026207241357, 'h': 10150.977892041315, 'l': 8477.88070439723, 'o': 10106.100534462235}"
2018-02-02,"{'c': 8799.121910617683, 'h': 9068.699702873655, 'l': 7602.886031281782, 'o': 9007.673682276896}"
2018-02-03,"{'c': 9208.45991916458, 'h': 9466.04572671343, 'l': 8168.708004770408, 'o': 8801.822826195872}"
2018-02-04,"{'c': 8176.460615758353, 'h': 9325.188923286127, 'l': 7892.798098474438, 'o': 9176.126586570133}"
2018-02-05,"{'c': 6891.934414416884, 'h': 8322.877625328503, 'l': 6535.030670816488, 'o': 8222.249977782492}"
2018-02-06,"{'c': 7714.392057232828, 'h': 8000.871493557633, 'l': 5959.036318141969, 'o': 6989.550543531737}"
2018-02-07,"{'c': 7575.611196702045, 'h': 8597.638368779571, 'l': 7234.048196580416, 'o': 7724.376496195788}"
2018-02-08,"{'c': 8222.753649455703, 'h': 8593.26729310192, 'l': 7602.486836964553, 'o': 7616.565871821453}"
2018-02-09,"{'c': 8677.910527452475, 'h': 8701.05713906835, 'l': 7774.14920579702, 'o': 8216.984763482786}"
2018-02-10,"{'c': 8537.393208068006, 'h': 9065.190683901686, 'l': 8184.919931248037, 'o': 8633.784602716983}"
2018-02-11,"{'c': 8073.293649217709, 'h': 8519.797224843567, 'l': 7838.624043509355, 'o': 8519.797224843567}"
2018-02-12,"{'c': 8883.2563239916, 'h': 8953.978498957009, 'l': 8098.987359108685, 'o': 8098.987359108685}"
2018-02-13,"{'c': 8519.186103813143, 'h': 8915.128507589012, 'l': 8388.774012363996, 'o': 8887.107499065229}"
2018-02-14,"{'c': 9483.45790621643, 'h': 9493.525237026617, 'l': 8534.353092589494, 'o': 8534.353092589494}"
2018-02-15,"{'c': 10063.90199802283, 'h': 10216.505912550692, 'l': 9369.520941316889, 'o': 9451.502484532348}"
2018-02-16,"{'c': 10236.5, 'h': 10275.657358346858, 'l': 9734.138268862833, 'o': 10034.67328631106}"
2018-02-17,"{'c': 11101.7, 'h': 11139.5, 'l': 10149.4, 'o': 10233.9}"
2018-02-18,"{'c': 10593.2, 'h': 11349.8, 'l': 10326, 'o': 11112.7}"
2018-02-19,"{'c': 11230, 'h': 11273.8, 'l': 10513.2, 'o': 10551.8}"
2018-02-20,"{'c': 11403.7, 'h': 11958.5, 'l': 11225.3, 'o': 11225.3}"
2018-02-21,"{'c': 10690.4, 'h': 11418.5, 'l': 10479.1, 'o': 11372.2}"
2018-02-22,"{'c': 10005, 'h': 11039.1, 'l': 9939.09, 'o': 10660.4}"
2018-02-23,"{'c': 10301.1, 'h': 10487.3, 'l': 9734.56, 'o': 9937.07}"
2018-02-24,"{'c': 9813.07, 'h': 10597.2, 'l': 9546.97, 'o': 10287.7}"
2018-02-25,"{'c': 9664.73, 'h': 9923.22, 'l': 9407.06, 'o': 9796.42}"
2018-02-26,"{'c': 10366.7, 'h': 10471.6, 'l': 9501.73, 'o': 9669.43}"
2018-02-27,"{'c': 10725.6, 'h': 10878.5, 'l': 10246.1, 'o': 10399}"
2018-02-28,"{'c': 10397.9, 'h': 11089.8, 'l': 10393.1, 'o': 10687.2}"
2018-03-01,"{'c': 10951, 'h': 11052.3, 'l': 10352.7, 'o': 10385}"
2018-03-02,"{'c': 11086.4, 'h': 11189, 'l': 10850.1, 'o': 10977.4}"
2018-03-03,"{'c': 11489.7, 'h': 11528.2, 'l': 11002.4, 'o': 11101.9}"
2018-03-04,"{'c': 11512.6, 'h': 11512.6, 'l': 11136.1, 'o': 11497.4}"
2018-03-05,"{'c': 11573.3, 'h': 11704.1, 'l': 11443.9, 'o': 11532.4}"
2018-03-06,"{'c': 10779.9, 'h': 11500.1, 'l': 10694.3, 'o': 11500.1}"
2018-03-07,"{'c': 9965.57, 'h': 10929.5, 'l': 9692.12, 'o': 10803.9}"
2018-03-08,"{'c': 9395.01, 'h': 10147.4, 'l': 9335.87, 'o': 9951.44}"
2018-03-09,"{'c': 9337.55, 'h': 9466.35, 'l': 8513.03, 'o': 9414.69}"
2018-03-10,"{'c': 8866, 'h': 9531.32, 'l': 8828.47, 'o': 9350.59}"
2018-03-11,"{'c': 9578.63, 'h': 9711.89, 'l': 8607.12, 'o': 8852.78}"
2018-03-12,"{'c': 9205.12, 'h': 9937.5, 'l': 8956.43, 'o': 9602.93}"
2018-03-13,"{'c': 9194.85, 'h': 9470.38, 'l': 8958.19, 'o': 9173.04}"
2018-03-14,"{'c': 8269.81, 'h': 9355.85, 'l': 8068.59, 'o': 9214.65}"
2018-03-15,"{'c': 8300.86, 'h': 8428.35, 'l': 7783.05, 'o': 8290.76}"
2018-03-16,"{'c': 8338.35, 'h': 8585.15, 'l': 8005.31, 'o': 8322.91}"
2018-03-17,"{'c': 7916.88, 'h': 8346.53, 'l': 7812.82, 'o': 8321.91}"
2018-03-18,"{'c': 8223.68, 'h': 8245.51, 'l': 7397.99, 'o': 7890.52}"
2018-03-19,"{'c': 8630.65, 'h': 8675.87, 'l': 8182.4, 'o': 8344.12}"
2018-03-20,"{'c': 8913.47, 'h': 9051.02, 'l': 8389.89, 'o': 8586.53}"
2018-03-21,"{'c': 8929.28, 'h': 9177.37, 'l': 8846.33, 'o': 8937.48}"
2018-03-22,"{'c': 8721.57, 'h': 9100.71, 'l': 8564.9, 'o': 8939.44}"
2018-03-23,"{'c': 8820.54, 'h': 8844.38, 'l': 8360.62, 'o': 8728.47}"
2018-03-24,"{'c': 8682.62, 'h': 8996.18, 'l': 8665.7, 'o': 8879.62}"
2018-03-25,"{'c': 8494.44, 'h': 8682.01, 'l': 8449.1, 'o': 8668.12}"
2018-03-26,"{'c': 8210.22, 'h': 8530.08, 'l': 7921.43, 'o': 8495.78}"
2018-03-27,"{'c': 7840.16, 'h': 8232.78, 'l': 7797.28, 'o': 8209.4}"
2018-03-28,"{'c': 7980.12, 'h': 8122.89, 'l': 7809.17, 'o': 7833.04}"
2018-03-29,"{'c': 7162.96, 'h': 7994.33, 'l': 7081.38, 'o': 7954.48}"
2018-03-30,"{'c': 6895.3, 'h': 7276.66, 'l': 6683.93, 'o': 7165.7}"
2018-03-31,"{'c': 6978.18, 'h': 7207.85, 'l': 6863.52, 'o': 6890.52}"
2018-04-01,"{'c': 6844.23, 'h': 7060.95, 'l': 6526.87, 'o': 6973.53}"
2018-04-02,"{'c': 7075.72, 'h': 7135.47, 'l': 6816.58, 'o': 6844.23}"
2018-04-03,"{'c': 7458.04, 'h': 7530.94, 'l': 7072.49, 'o': 7083.8}"
2018-04-04,"{'c': 6852.8, 'h': 7469.88, 'l': 6803.88, 'o': 7456.11}"
2018-04-05,"{'c': 6811.29, 'h': 6933.82, 'l': 6644.8, 'o': 6853.84}"
2018-04-06,"{'c': 6629.87, 'h': 6857.49, 'l': 6575, 'o': 6811.47}"
2018-04-07,"{'c': 6903.16, 'h': 7050.54, 'l': 6630.51, 'o': 6636.32}"
2018-04-08,"{'c': 7023.38, 'h': 7111.56, 'l': 6911.09, 'o': 6911.09}"
2018-04-09,"{'c': 6763.45, 'h': 7178.11, 'l': 6661.99, 'o': 7023.38}"
2018-04-10,"{'c': 6839.1, 'h': 6872.41, 'l': 6704.15, 'o': 6770.73}"
2018-04-11,"{'c': 6939.18, 'h': 6950.45, 'l': 6817.59, 'o': 6834.76}"
2018-04-12,"{'c': 7926.600582959641, 'h': 7945.522354948805, 'l': 6771.780167224083, 'o': 6957.047422222225}"
2018-04-13,"{'c': 7858.320396825395, 'h': 8204.446148409896, 'l': 7775.925037037036, 'o': 7947.875807692306}"
2018-04-14,"{'c': 7994.162746478875, 'h': 8152.130802139043, 'l': 7828.1833584905635, 'o': 7859.809760956176}"
2018-04-15,"{'c': 8355.635478723412, 'h': 8384.204089347082, 'l': 8051.26462809918, 'o': 8051.26462809918}"
2018-04-16,"{'c': 8052.68, 'h': 8371.15, 'l': 7925.73, 'o': 8355.07}"
2018-04-17,"{'c': 7906.81, 'h': 8285.96, 'l': 7881.72, 'o': 8058.67}"
2018-04-18,"{'c': 8162.99, 'h': 8197.8, 'l': 7886.01, 'o': 7906.81}"
2018-04-19,"{'c': 8282.55, 'h': 8298.69, 'l': 8138.78, 'o': 8163.42}"
2018-04-20,"{'c': 8836.46, 'h': 8880.23, 'l': 8244.54, 'o': 8294.31}"
2018-04-21,"{'c': 8883.36, 'h': 8997.57, 'l': 8652.15, 'o': 8836.46}"
2018-04-22,"{'c': 8802.53, 'h': 9001.64, 'l': 8779.61, 'o': 8883.36}"
2018-04-23,"{'c': 8930.91, 'h': 8958.55, 'l': 8788.81, 'o': 8802.53}"
2018-04-24,"{'c': 9732.61, 'h': 9732.61, 'l': 8927.83, 'o': 8930.88}"
2018-04-25,"{'c': 8826.28, 'h': 9745.32, 'l': 8799.84, 'o': 9697.5}"
2018-04-26,"{'c': 9280.92, 'h': 9280.92, 'l': 8727.09, 'o': 8845.74}"
2018-04-27,"{'c': 9011.78, 'h': 9375.47, 'l': 8999.6, 'o': 9281.51}"
2018-04-28,"{'c': 9343.42, 'h': 9412.09, 'l': 8931.99, 'o': 8987.05}"
2018-04-29,"{'c': 9415.09, 'h': 9531.49, 'l': 9193.71, 'o': 9348.48}"
2018-04-30,"{'c': 9247.19, 'h': 9477.14, 'l': 9166.81, 'o': 9419.08}"
2018-05-01,"{'c': 9105.53, 'h': 9255.88, 'l': 8891.05, 'o': 9240.55}"
2018-05-02,"{'c': 9233.72, 'h': 9256.52, 'l': 9015.14, 'o': 9119.01}"
2018-05-03,"{'c': 9755.31, 'h': 9798.33, 'l': 9188.15, 'o': 9235.92}"
2018-05-04,"{'c': 9715.82, 'h': 9779.2, 'l': 9585.96, 'o': 9743.86}"
2018-05-05,"{'c': 9843.13, 'h': 9964.5, 'l': 9695.12, 'o': 9700.76}"
2018-05-06,"{'c': 9646.74, 'h': 9940.14, 'l': 9465.25, 'o': 9858.15}"
2018-05-07,"{'c': 9369.84, 'h': 9665.85, 'l': 9231.53, 'o': 9654.8}"
2018-05-08,"{'c': 9249.75, 'h': 9462.75, 'l': 9127.77, 'o': 9373.01}"
2018-05-09,"{'c': 9324.28, 'h': 9369.74, 'l': 9031.62, 'o': 9234.82}"
2018-05-10,"{'c': 9040.52, 'h': 9396.04, 'l': 9040.52, 'o': 9325.18}"
2018-05-11,"{'c': 8462.5, 'h': 9052.96, 'l': 8394.46, 'o': 9043.94}"
2018-05-12,"{'c': 8499.34, 'h': 8664.86, 'l': 8223.5, 'o': 8441.49}"
2018-05-13,"{'c': 8723.64, 'h': 8773.55, 'l': 8395.12, 'o': 8504.89}"
2018-05-14,"{'c': 8719.89, 'h': 8881.12, 'l': 8367.97, 'o': 8723.94}"
2018-05-15,"{'c': 8515.22, 'h': 8836.19, 'l': 8456.45, 'o': 8716.79}"
2018-05-16,"{'c': 8358.62, 'h': 8510.38, 'l': 8175.49, 'o': 8510.38}"
2018-05-17,"{'c': 8085.7, 'h': 8445.54, 'l': 8054.12, 'o': 8368.83}"
2018-05-18,"{'c': 8251.45, 'h': 8274.12, 'l': 7974.82, 'o': 8094.32}"
2018-05-19,"{'c': 8241.68, 'h': 8372.06, 'l': 8183.35, 'o': 8250.97}"
2018-05-20,"{'c': 8515.58, 'h': 8562.41, 'l': 8205.24, 'o': 8247.18}"
2018-05-21,"{'c': 8409.37, 'h': 8557.52, 'l': 8365.12, 'o': 8513.25}"
2018-05-22,"{'c': 8049.56, 'h': 8423.25, 'l': 8004.58, 'o': 8418.99}"
2018-05-23,"{'c': 7566.26, 'h': 8054.66, 'l': 7507.88, 'o': 8041.78}"
2018-05-24,"{'c': 7593.13, 'h': 7738.6, 'l': 7331.14, 'o': 7566.26}"
2018-05-25,"{'c': 7453.44, 'h': 7659.14, 'l': 7392.65, 'o': 7587.34}"
2018-05-26,"{'c': 7358.47, 'h': 7595.16, 'l': 7349.12, 'o': 7480.14}"
2018-05-27,"{'c': 7364.09, 'h': 7381.74, 'l': 7270.96, 'o': 7355.88}"
2018-05-28,"{'c': 7134.68, 'h': 7419.05, 'l': 7100.89, 'o': 7368.22}"
2018-05-29,"{'c': 7467.58, 'h': 7526.42, 'l': 7090.68, 'o': 7134.68}"
2018-05-30,"{'c': 7406.19, 'h': 7573.77, 'l': 7313.6, 'o': 7467.58}"
2018-05-31,"{'c': 7491.64, 'h': 7608.9, 'l': 7361.13, 'o': 7406.52}"
2018-06-01,"{'c': 7539.14, 'h': 7604.73, 'l': 7407.34, 'o': 7491.64}"
2018-06-02,"{'c': 7646.74, 'h': 7695.83, 'l': 7497.26, 'o': 7539.14}"
2018-06-03,"{'c': 7720.25, 'h': 7754.89, 'l': 7613.04, 'o': 7643.45}"
2018-06-04,"{'c': 7499.48, 'h': 7753.82, 'l': 7474.04, 'o': 7720.25}"
2018-06-05,"{'c': 7625.55, 'h': 7643.23, 'l': 7397, 'o': 7499.48}"
2018-06-06,"{'c': 7656.09, 'h': 7680.43, 'l': 7502.01, 'o': 7625.55}"
2018-06-07,"{'c': 7676.55, 'h': 7741.27, 'l': 7650.82, 'o': 7653.98}"
2018-06-08,"{'c': 7631.9, 'h': 7698.19, 'l': 7558.4, 'o': 7676.55}"
2018-06-09,"{'c': 7565, 'h': 7683.58, 'l': 7565, 'o': 7631.9}"
2018-06-10,"{'c': 6784.03, 'h': 7565, 'l': 6709.07, 'o': 7565}"
2018-06-11,"{'c': 6901.13, 'h': 6910.18, 'l': 6706.63, 'o': 6784.03}"
2018-06-12,"{'c': 6566.2, 'h': 6907.96, 'l': 6542.08, 'o': 6906.92}"
2018-06-13,"{'c': 6342.43, 'h': 6631.66, 'l': 6285.63, 'o': 6566.2}"
2018-06-14,"{'c': 6681.42, 'h': 6707.14, 'l': 6334.46, 'o': 6342.43}"
2018-06-15,"{'c': 6460.85, 'h': 6681.42, 'l': 6433.87, 'o': 6681.42}"
2018-06-16,"{'c': 6538.65, 'h': 6592.49, 'l': 6402.29, 'o': 6456.58}"
2018-06-17,"{'c': 6503.94, 'h': 6589.11, 'l': 6499.54, 'o': 6538.65}"
2018-06-18,"{'c': 6733.38, 'h': 6781.14, 'l': 6446.68, 'o': 6503.94}"
2018-06-19,"{'c': 6759.1, 'h': 6822.5, 'l': 6709.92, 'o': 6734.82}"
2018-06-20,"{'c': 6776.84, 'h': 6821.56, 'l': 6611.88, 'o': 6759.1}"
2018-06-21,"{'c': 6737.58, 'h': 6810.94, 'l': 6715.17, 'o': 6776.55}"
2018-06-22,"{'c': 6083.68, 'h': 6747.08, 'l': 6006.6, 'o': 6729.74}"
2018-06-23,"{'c': 6166.8, 'h': 6224.82, 'l': 6071.81, 'o': 6083.68}"
2018-06-24,"{'c': 6168.79, 'h': 6223.78, 'l': 5826.41, 'o': 6166.8}"
2018-06-25,"{'c': 6260.63, 'h': 6327.37, 'l': 6119.68, 'o': 6168.79}"
2018-06-26,"{'c': 6096.19, 'h': 6290.16, 'l': 6096.19, 'o': 6260.63}"
2018-06-27,"{'c': 6154.48, 'h': 6180, 'l': 6052.85, 'o': 6096.19}"
2018-06-28,"{'c': 5903.44, 'h': 6170.41, 'l': 5870.89, 'o': 6157.13}"
2018-06-29,"{'c': 6220.76, 'h': 6263.38, 'l': 5834.57, 'o': 5898.13}"
2018-06-30,"{'c': 6396.98, 'h': 6465.51, 'l': 6214.22, 'o': 6218.3}"
2018-07-01,"{'c': 6388.12, 'h': 6440.84, 'l': 6283.54, 'o': 6396.98}"
2018-07-02,"{'c': 6614.92, 'h': 6684.02, 'l': 6305.7, 'o': 6380.38}"
2018-07-03,"{'c': 6533.56, 'h': 6678.6, 'l': 6447.75, 'o': 6596.66}"
2018-07-04,"{'c': 6609.7, 'h': 6788.6, 'l': 6446.61, 'o': 6529.59}"
2018-07-05,"{'c': 6643.34, 'h': 6750.76, 'l': 6546.65, 'o': 6599.71}"
2018-07-06,"{'c': 6674.68, 'h': 6713.76, 'l': 6536.09, 'o': 6643.34}"
2018-07-07,"{'c': 6859.53, 'h': 6867.91, 'l': 6579.24, 'o': 6673.5}"
2018-07-08,"{'c': 6762.01, 'h': 6891.79, 'l': 6741.44, 'o': 6856.93}"
2018-07-09,"{'c': 6746.22, 'h': 6840.58, 'l': 6731.04, 'o': 6762.01}"
2018-07-10,"{'c': 6328.33, 'h': 6763.39, 'l': 6320.72, 'o': 6746.22}"
2018-07-11,"{'c': 6393.59, 'h': 6444.86, 'l': 6330.77, 'o': 6330.77}"
2018-07-12,"{'c': 6228.81, 'h': 6397.64, 'l': 6136.42, 'o': 6397.33}"
2018-07-13,"{'c': 6236.49, 'h': 6312.52, 'l': 6188.93, 'o': 6228.81}"
2018-07-14,"{'c': 6275.18, 'h': 6297.17, 'l': 6208.36, 'o': 6238.22}"
2018-07-15,"{'c': 6359.64, 'h': 6403.46, 'l': 6255.66, 'o': 6278.12}"
2018-07-16,"{'c': 6742.49, 'h': 6742.49, 'l': 6357.01, 'o': 6357.01}"
2018-07-17,"{'c': 7318.74, 'h': 7387.24, 'l': 6681.82, 'o': 6739.65}"
2018-07-18,"{'c': 7370.78, 'h': 7535.79, 'l': 7280.47, 'o': 7315.32}"
2018-07-19,"{'c': 7466.86, 'h': 7500.99, 'l': 7295.46, 'o': 7370.78}"
2018-07-20,"{'c': 7354.94, 'h': 7595.66, 'l': 7321.91, 'o': 7467.4}"
2018-07-21,"{'c': 7418.71, 'h': 7439.69, 'l': 7259.31, 'o': 7354.92}"
2018-07-22,"{'c': 7418.49, 'h': 7537.95, 'l': 7381.49, 'o': 7418.38}"
2018-07-23,"{'c': 7713.31, 'h': 7770.97, 'l': 7409.1, 'o': 7414.71}"
2018-07-24,"{'c': 8424.27, 'h': 8424.27, 'l': 7705.5, 'o': 7713.31}"
2018-07-25,"{'c': 8181.39, 'h': 8416.87, 'l': 8083.95, 'o': 8388.36}"
2018-07-26,"{'c': 7951.58, 'h': 8291.62, 'l': 7878.71, 'o': 8181.39}"
2018-07-27,"{'c': 8167.81, 'h': 8263.23, 'l': 7845.91, 'o': 7951.58}"
2018-07-28,"{'c': 8188.85, 'h': 8223.08, 'l': 8107.01, 'o': 8170.33}"
2018-07-29,"{'c': 8221.44, 'h': 8275.46, 'l': 8143.65, 'o': 8189.42}"
2018-07-30,"{'c': 8183.56562256, 'h': 8230.61, 'l': 7901.41717213, 'o': 8219.74}"
2018-07-31,"{'c': 7774.87303565, 'h': 8181.52878177, 'l': 7692.33299997, 'o': 8178.61764245}"
2018-08-01,"{'c': 7624.90741594, 'h': 7769.04274692, 'l': 7503.53726155, 'o': 7766.30485945}"
2018-08-02,"{'c': 7567.15160233, 'h': 7711.68224188, 'l': 7523.68433409, 'o': 7635.42838444}"
2018-08-03,"{'c': 7436.26183554, 'h': 8450.26779981, 'l': 7326.65047804, 'o': 7567.15160233}"
2018-08-04,"{'c': 7032.21316739, 'h': 7495.70710383, 'l': 6984.07097097, 'o': 7436.60401531}"
